Disease,Doctor Name,Specialization,Hospital,Experience,Phone Number,Rating,Availability Time
Chicken pox,Dr. Priya Nair,Gastroenterologist,Tata Memorial Hospital,20 years,+91 8765432109,4.7,8:00 AM - 11:00 AM
Dengue,Dr. Vikram Patel,Orthopedic,Max Healthcare,15 years,+91 9876543210,4.5,9:00 AM - 12:00 PM
Typhoid,Dr. Vikram Patel,General Physician,Tata Memorial Hospital,8 years,+91 6543210987,4.9,6:00 PM - 9:00 PM
hepatitis A,Dr. Vikram Patel,Neurologist,Tata Memorial Hospital,10 years,+91 7654321098,4.0,6:00 PM - 9:00 PM
Hepatitis B,Dr. Priya Nair,Orthopedic,AIIMS Delhi,25 years,+91 4321098765,4.9,10:00 AM - 1:00 PM
Hepatitis C,Dr. Anjali Mehta,Pulmonologist,Fortis Hospital,18 years,+91 8765432109,3.8,4:00 PM - 7:00 PM
Hepatitis D,Dr. Rajesh Sharma,ENT Specialist,Max Healthcare,5 years,+91 4321098765,3.5,2:00 PM - 5:00 PM
Hepatitis E,Dr. Priya Nair,Neurologist,Apollo Hospital,12 years,+91 4321098765,3.8,2:00 PM - 5:00 PM
Alcoholic hepatitis,Dr. Ramesh Iyer,Cardiologist,Apollo Hospital,8 years,+91 7654321098,4.2,8:00 AM - 11:00 AM
Tuberculosis,Dr. Sunita Rao,Dermatologist,Tata Memorial Hospital,18 years,+91 4321098765,3.8,10:00 AM - 1:00 PM
Common Cold,Dr. Neha Kapoor,Endocrinologist,Narayana Health,15 years,+91 6543210987,4.0,6:00 PM - 9:00 PM
Pneumonia,Dr. Anjali Mehta,Orthopedic,Apollo Hospital,5 years,+91 5432109876,4.9,4:00 PM - 7:00 PM
Dimorphic hemmorhoids(piles),Dr. Ramesh Iyer,Orthopedic,Max Healthcare,12 years,+91 2109876543,4.5,4:00 PM - 7:00 PM
Heart attack,Dr. Neha Kapoor,Endocrinologist,Apollo Hospital,10 years,+91 2109876543,4.2,8:00 AM - 11:00 AM
Varicose veins,Dr. Ramesh Iyer,Gastroenterologist,Manipal Hospital,8 years,+91 8765432109,4.0,6:00 PM - 9:00 PM
Hypothyroidism,Dr. Rajesh Sharma,ENT Specialist,Medanta,8 years,+91 7654321098,4.5,8:00 AM - 11:00 AM
Hyperthyroidism,Dr. Priya Nair,Neurologist,Narayana Health,18 years,+91 3210987654,3.5,6:00 PM - 9:00 PM
Hypoglycemia,Dr. Anjali Mehta,Gastroenterologist,Narayana Health,8 years,+91 4321098765,3.5,9:00 AM - 12:00 PM
Osteoarthristis,Dr. Neha Kapoor,Pulmonologist,Medanta,25 years,+91 6543210987,4.5,2:00 PM - 5:00 PM
Arthritis,Dr. Sanjay Verma,Gastroenterologist,Max Healthcare,5 years,+91 6543210987,5.0,9:00 AM - 12:00 PM
(vertigo) Paroymsal  Positional Vertigo,Dr. Rajesh Sharma,Dermatologist,AIIMS Delhi,5 years,+91 2109876543,3.5,10:00 AM - 1:00 PM
Acne,Dr. Rajesh Sharma,Dermatologist,Narayana Health,15 years,+91 4321098765,4.0,4:00 PM - 7:00 PM
Urinary tract infection,Dr. Ramesh Iyer,Orthopedic,Medanta,18 years,+91 5432109876,4.7,6:00 PM - 9:00 PM
Psoriasis,Dr. Anjali Mehta,Dermatologist,Manipal Hospital,10 years,+91 4321098765,4.7,9:00 AM - 12:00 PM
Impetigo,Dr. Ramesh Iyer,Gastroenterologist,AIIMS Delhi,20 years,+91 7654321098,4.7,4:00 PM - 7:00 PM
Fungal infection,Dr. Sanjay Verma,Orthopedic,Fortis Hospital,10 years,+91 8765432109,4.9,2:00 PM - 5:00 PM
Allergy,Dr. Anjali Mehta,Endocrinologist,Narayana Health,18 years,+91 6543210987,4.9,6:00 PM - 9:00 PM
GERD,Dr. Ramesh Iyer,Cardiologist,Fortis Hospital,18 years,+91 9876543210,4.2,10:00 AM - 1:00 PM
Chronic cholestasis,Dr. Ramesh Iyer,Endocrinologist,Apollo Hospital,18 years,+91 3210987654,4.2,4:00 PM - 7:00 PM
Drug Reaction,Dr. Vikram Patel,General Physician,Fortis Hospital,25 years,+91 6543210987,4.0,9:00 AM - 12:00 PM
Peptic ulcer diseae,Dr. Sanjay Verma,Pulmonologist,Apollo Hospital,20 years,+91 3210987654,3.5,2:00 PM - 5:00 PM
AIDS,Dr. Ramesh Iyer,ENT Specialist,Narayana Health,20 years,+91 7654321098,4.9,2:00 PM - 5:00 PM
Diabetes ,Dr. Sanjay Verma,Pulmonologist,Apollo Hospital,8 years,+91 8765432109,4.7,9:00 AM - 12:00 PM
Gastroenteritis,Dr. Ramesh Iyer,ENT Specialist,Apollo Hospital,20 years,+91 7654321098,3.5,4:00 PM - 7:00 PM
Bronchial Asthma,Dr. Priya Nair,Cardiologist,Tata Memorial Hospital,25 years,+91 8765432109,5.0,6:00 PM - 9:00 PM
Hypertension ,Dr. Sanjay Verma,Pulmonologist,Fortis Hospital,10 years,+91 4321098765,3.8,10:00 AM - 1:00 PM
Migraine,Dr. Anjali Mehta,Neurologist,Medanta,25 years,+91 3210987654,3.5,2:00 PM - 5:00 PM
Cervical spondylosis,Dr. Sanjay Verma,Cardiologist,Max Healthcare,25 years,+91 8765432109,5.0,8:00 AM - 11:00 AM
Paralysis (brain hemorrhage),Dr. Rajesh Sharma,General Physician,Narayana Health,5 years,+91 6543210987,4.9,4:00 PM - 7:00 PM
Jaundice,Dr. Vikram Patel,Orthopedic,Tata Memorial Hospital,10 years,+91 7654321098,5.0,6:00 PM - 9:00 PM
Malaria,Dr. Anjali Mehta,General Physician,AIIMS Delhi,12 years,+91 8765432109,4.7,2:00 PM - 5:00 PM
Chicken pox,Dr. Ramesh Iyer,Orthopedic,Narayana Health,18 years,+91 8765432109,4.0,8:00 AM - 11:00 AM
Dengue,Dr. Priya Nair,Neurologist,Narayana Health,15 years,+91 8765432109,4.5,9:00 AM - 12:00 PM
Typhoid,Dr. Rajesh Sharma,Pulmonologist,Medanta,12 years,+91 6543210987,4.2,10:00 AM - 1:00 PM
hepatitis A,Dr. Ramesh Iyer,Dermatologist,Medanta,8 years,+91 2109876543,5.0,4:00 PM - 7:00 PM
Hepatitis B,Dr. Vikram Patel,Orthopedic,Narayana Health,20 years,+91 6543210987,4.5,8:00 AM - 11:00 AM
Hepatitis C,Dr. Priya Nair,Gastroenterologist,Medanta,15 years,+91 7654321098,4.7,2:00 PM - 5:00 PM
Hepatitis D,Dr. Sanjay Verma,ENT Specialist,Apollo Hospital,8 years,+91 7654321098,4.0,6:00 PM - 9:00 PM
Hepatitis E,Dr. Vikram Patel,Gastroenterologist,AIIMS Delhi,18 years,+91 3210987654,3.5,10:00 AM - 1:00 PM
Alcoholic hepatitis,Dr. Neha Kapoor,Pulmonologist,Medanta,15 years,+91 6543210987,3.5,6:00 PM - 9:00 PM
Tuberculosis,Dr. Neha Kapoor,General Physician,Fortis Hospital,15 years,+91 4321098765,4.2,2:00 PM - 5:00 PM
Common Cold,Dr. Anjali Mehta,Orthopedic,Fortis Hospital,5 years,+91 7654321098,4.0,2:00 PM - 5:00 PM
Pneumonia,Dr. Neha Kapoor,Gastroenterologist,Narayana Health,10 years,+91 2109876543,3.5,4:00 PM - 7:00 PM
Dimorphic hemmorhoids(piles),Dr. Priya Nair,ENT Specialist,Apollo Hospital,12 years,+91 8765432109,5.0,2:00 PM - 5:00 PM
Heart attack,Dr. Sanjay Verma,Pulmonologist,Apollo Hospital,18 years,+91 9876543210,3.8,4:00 PM - 7:00 PM
Varicose veins,Dr. Ramesh Iyer,Pulmonologist,Max Healthcare,12 years,+91 8765432109,5.0,4:00 PM - 7:00 PM
Hypothyroidism,Dr. Sunita Rao,Dermatologist,Apollo Hospital,10 years,+91 4321098765,4.7,6:00 PM - 9:00 PM
Hyperthyroidism,Dr. Sunita Rao,Orthopedic,Tata Memorial Hospital,5 years,+91 6543210987,4.0,4:00 PM - 7:00 PM
Hypoglycemia,Dr. Anjali Mehta,Orthopedic,Medanta,18 years,+91 7654321098,4.5,9:00 AM - 12:00 PM
Osteoarthristis,Dr. Neha Kapoor,Gastroenterologist,Fortis Hospital,20 years,+91 8765432109,3.5,2:00 PM - 5:00 PM
Arthritis,Dr. Priya Nair,Gastroenterologist,Manipal Hospital,15 years,+91 3210987654,4.2,4:00 PM - 7:00 PM
(vertigo) Paroymsal  Positional Vertigo,Dr. Ramesh Iyer,Endocrinologist,Apollo Hospital,10 years,+91 4321098765,4.5,9:00 AM - 12:00 PM
Acne,Dr. Priya Nair,Dermatologist,AIIMS Delhi,5 years,+91 6543210987,4.9,9:00 AM - 12:00 PM
Urinary tract infection,Dr. Vikram Patel,ENT Specialist,Fortis Hospital,5 years,+91 5432109876,4.7,8:00 AM - 11:00 AM
Psoriasis,Dr. Anjali Mehta,Orthopedic,Max Healthcare,18 years,+91 4321098765,3.8,2:00 PM - 5:00 PM
Impetigo,Dr. Ramesh Iyer,Cardiologist,AIIMS Delhi,20 years,+91 6543210987,5.0,8:00 AM - 11:00 AM
Fungal infection,Dr. Vikram Patel,Dermatologist,Medanta,8 years,+91 2109876543,4.2,6:00 PM - 9:00 PM
Allergy,Dr. Sunita Rao,Cardiologist,Apollo Hospital,12 years,+91 3210987654,4.9,2:00 PM - 5:00 PM
GERD,Dr. Priya Nair,Orthopedic,Manipal Hospital,12 years,+91 9876543210,3.5,2:00 PM - 5:00 PM
Chronic cholestasis,Dr. Sanjay Verma,Dermatologist,Max Healthcare,10 years,+91 6543210987,5.0,6:00 PM - 9:00 PM
Drug Reaction,Dr. Priya Nair,Orthopedic,Manipal Hospital,18 years,+91 3210987654,3.8,4:00 PM - 7:00 PM
Peptic ulcer diseae,Dr. Neha Kapoor,Cardiologist,Max Healthcare,12 years,+91 2109876543,4.5,4:00 PM - 7:00 PM
AIDS,Dr. Sanjay Verma,Endocrinologist,AIIMS Delhi,5 years,+91 2109876543,3.5,2:00 PM - 5:00 PM
Diabetes ,Dr. Sanjay Verma,Cardiologist,Narayana Health,5 years,+91 3210987654,4.7,6:00 PM - 9:00 PM
Gastroenteritis,Dr. Vikram Patel,Neurologist,Medanta,18 years,+91 2109876543,4.5,9:00 AM - 12:00 PM
Bronchial Asthma,Dr. Sunita Rao,Orthopedic,AIIMS Delhi,12 years,+91 5432109876,4.9,8:00 AM - 11:00 AM
Hypertension ,Dr. Priya Nair,Cardiologist,Apollo Hospital,8 years,+91 6543210987,5.0,6:00 PM - 9:00 PM
Migraine,Dr. Anjali Mehta,ENT Specialist,Apollo Hospital,15 years,+91 6543210987,4.2,10:00 AM - 1:00 PM
Cervical spondylosis,Dr. Sanjay Verma,Gastroenterologist,Fortis Hospital,20 years,+91 7654321098,4.5,2:00 PM - 5:00 PM
Paralysis (brain hemorrhage),Dr. Priya Nair,Cardiologist,AIIMS Delhi,18 years,+91 6543210987,4.7,9:00 AM - 12:00 PM
Jaundice,Dr. Vikram Patel,Neurologist,Apollo Hospital,18 years,+91 3210987654,3.8,6:00 PM - 9:00 PM
Malaria,Dr. Sanjay Verma,General Physician,Apollo Hospital,5 years,+91 6543210987,4.0,8:00 AM - 11:00 AM
Chicken pox,Dr. Anjali Mehta,General Physician,Medanta,18 years,+91 2109876543,3.5,6:00 PM - 9:00 PM
Dengue,Dr. Ramesh Iyer,Dermatologist,Medanta,20 years,+91 4321098765,4.0,6:00 PM - 9:00 PM
Typhoid,Dr. Priya Nair,General Physician,Narayana Health,12 years,+91 8765432109,5.0,10:00 AM - 1:00 PM
hepatitis A,Dr. Neha Kapoor,Gastroenterologist,Apollo Hospital,25 years,+91 9876543210,3.5,9:00 AM - 12:00 PM
Hepatitis B,Dr. Sanjay Verma,Endocrinologist,Manipal Hospital,8 years,+91 7654321098,4.2,10:00 AM - 1:00 PM
Hepatitis C,Dr. Anjali Mehta,Cardiologist,Manipal Hospital,15 years,+91 7654321098,4.7,10:00 AM - 1:00 PM
Hepatitis D,Dr. Sanjay Verma,General Physician,Apollo Hospital,8 years,+91 4321098765,4.0,10:00 AM - 1:00 PM
Hepatitis E,Dr. Anjali Mehta,Dermatologist,Apollo Hospital,5 years,+91 3210987654,4.9,8:00 AM - 11:00 AM
Alcoholic hepatitis,Dr. Neha Kapoor,Pulmonologist,Fortis Hospital,8 years,+91 3210987654,4.0,2:00 PM - 5:00 PM
Tuberculosis,Dr. Vikram Patel,ENT Specialist,Tata Memorial Hospital,8 years,+91 6543210987,4.5,8:00 AM - 11:00 AM
Common Cold,Dr. Neha Kapoor,General Physician,Tata Memorial Hospital,8 years,+91 5432109876,4.0,8:00 AM - 11:00 AM
Pneumonia,Dr. Sanjay Verma,Gastroenterologist,Tata Memorial Hospital,15 years,+91 4321098765,4.7,8:00 AM - 11:00 AM
Dimorphic hemmorhoids(piles),Dr. Sunita Rao,Cardiologist,Medanta,20 years,+91 8765432109,4.2,9:00 AM - 12:00 PM
Heart attack,Dr. Ramesh Iyer,ENT Specialist,Apollo Hospital,18 years,+91 7654321098,3.5,9:00 AM - 12:00 PM
Varicose veins,Dr. Rajesh Sharma,Endocrinologist,Manipal Hospital,10 years,+91 3210987654,3.5,8:00 AM - 11:00 AM
Hypothyroidism,Dr. Neha Kapoor,Neurologist,Medanta,8 years,+91 4321098765,4.0,2:00 PM - 5:00 PM
Hyperthyroidism,Dr. Priya Nair,Gastroenterologist,Tata Memorial Hospital,5 years,+91 6543210987,4.2,4:00 PM - 7:00 PM
Hypoglycemia,Dr. Priya Nair,ENT Specialist,AIIMS Delhi,15 years,+91 4321098765,5.0,8:00 AM - 11:00 AM
Osteoarthristis,Dr. Sanjay Verma,Dermatologist,Manipal Hospital,18 years,+91 3210987654,4.9,9:00 AM - 12:00 PM
Arthritis,Dr. Rajesh Sharma,Pulmonologist,Tata Memorial Hospital,5 years,+91 6543210987,4.9,10:00 AM - 1:00 PM
(vertigo) Paroymsal  Positional Vertigo,Dr. Priya Nair,Orthopedic,Tata Memorial Hospital,25 years,+91 9876543210,3.5,9:00 AM - 12:00 PM
Acne,Dr. Anjali Mehta,Gastroenterologist,Manipal Hospital,5 years,+91 6543210987,4.0,10:00 AM - 1:00 PM
Urinary tract infection,Dr. Vikram Patel,Dermatologist,Tata Memorial Hospital,10 years,+91 6543210987,4.7,2:00 PM - 5:00 PM
Psoriasis,Dr. Sanjay Verma,General Physician,Fortis Hospital,10 years,+91 3210987654,4.0,9:00 AM - 12:00 PM
Impetigo,Dr. Priya Nair,Pulmonologist,AIIMS Delhi,18 years,+91 8765432109,4.2,8:00 AM - 11:00 AM
Fungal infection,Dr. Ramesh Iyer,Orthopedic,Manipal Hospital,5 years,+91 6543210987,3.8,10:00 AM - 1:00 PM
Allergy,Dr. Anjali Mehta,Dermatologist,Narayana Health,20 years,+91 8765432109,4.7,9:00 AM - 12:00 PM
GERD,Dr. Priya Nair,Dermatologist,AIIMS Delhi,18 years,+91 4321098765,4.5,8:00 AM - 11:00 AM
Chronic cholestasis,Dr. Sanjay Verma,Neurologist,Manipal Hospital,12 years,+91 3210987654,4.9,9:00 AM - 12:00 PM
Drug Reaction,Dr. Rajesh Sharma,ENT Specialist,Apollo Hospital,18 years,+91 8765432109,3.5,6:00 PM - 9:00 PM
Peptic ulcer diseae,Dr. Rajesh Sharma,Pulmonologist,Narayana Health,18 years,+91 4321098765,3.5,8:00 AM - 11:00 AM
AIDS,Dr. Rajesh Sharma,Cardiologist,Tata Memorial Hospital,12 years,+91 6543210987,4.0,9:00 AM - 12:00 PM
Diabetes ,Dr. Sanjay Verma,ENT Specialist,Narayana Health,20 years,+91 5432109876,4.2,9:00 AM - 12:00 PM
Gastroenteritis,Dr. Ramesh Iyer,Dermatologist,Medanta,5 years,+91 6543210987,4.5,8:00 AM - 11:00 AM
Bronchial Asthma,Dr. Sunita Rao,Neurologist,Medanta,15 years,+91 8765432109,4.0,2:00 PM - 5:00 PM
Hypertension ,Dr. Rajesh Sharma,Endocrinologist,AIIMS Delhi,18 years,+91 6543210987,4.0,8:00 AM - 11:00 AM
Migraine,Dr. Sunita Rao,Pulmonologist,Manipal Hospital,15 years,+91 4321098765,3.8,9:00 AM - 12:00 PM
Cervical spondylosis,Dr. Vikram Patel,ENT Specialist,Manipal Hospital,5 years,+91 6543210987,3.5,9:00 AM - 12:00 PM
Paralysis (brain hemorrhage),Dr. Sanjay Verma,Gastroenterologist,Tata Memorial Hospital,15 years,+91 2109876543,4.2,10:00 AM - 1:00 PM
Jaundice,Dr. Anjali Mehta,ENT Specialist,Max Healthcare,12 years,+91 4321098765,4.9,2:00 PM - 5:00 PM
Malaria,Dr. Rajesh Sharma,Pulmonologist,Manipal Hospital,5 years,+91 8765432109,4.2,9:00 AM - 12:00 PM
Chicken pox,Dr. Neha Kapoor,Cardiologist,Manipal Hospital,25 years,+91 8765432109,4.2,6:00 PM - 9:00 PM
Dengue,Dr. Sunita Rao,Orthopedic,Apollo Hospital,18 years,+91 9876543210,3.5,2:00 PM - 5:00 PM
Typhoid,Dr. Anjali Mehta,Cardiologist,Apollo Hospital,18 years,+91 3210987654,3.8,2:00 PM - 5:00 PM
hepatitis A,Dr. Vikram Patel,Dermatologist,Narayana Health,15 years,+91 5432109876,3.5,8:00 AM - 11:00 AM
Hepatitis B,Dr. Rajesh Sharma,Dermatologist,Apollo Hospital,18 years,+91 7654321098,4.0,9:00 AM - 12:00 PM
Hepatitis C,Dr. Sunita Rao,Neurologist,AIIMS Delhi,20 years,+91 9876543210,4.2,10:00 AM - 1:00 PM
Hepatitis D,Dr. Priya Nair,Pulmonologist,Tata Memorial Hospital,20 years,+91 3210987654,4.7,2:00 PM - 5:00 PM
Hepatitis E,Dr. Sunita Rao,Neurologist,Narayana Health,12 years,+91 4321098765,4.7,10:00 AM - 1:00 PM
Alcoholic hepatitis,Dr. Sunita Rao,General Physician,Fortis Hospital,5 years,+91 9876543210,4.0,8:00 AM - 11:00 AM
Tuberculosis,Dr. Ramesh Iyer,Gastroenterologist,Narayana Health,15 years,+91 7654321098,5.0,6:00 PM - 9:00 PM
Common Cold,Dr. Ramesh Iyer,Dermatologist,Medanta,8 years,+91 2109876543,4.2,9:00 AM - 12:00 PM
Pneumonia,Dr. Sanjay Verma,Pulmonologist,Manipal Hospital,10 years,+91 7654321098,4.5,4:00 PM - 7:00 PM
Dimorphic hemmorhoids(piles),Dr. Rajesh Sharma,Pulmonologist,Fortis Hospital,12 years,+91 5432109876,4.9,8:00 AM - 11:00 AM
Heart attack,Dr. Anjali Mehta,Endocrinologist,Apollo Hospital,15 years,+91 8765432109,4.0,6:00 PM - 9:00 PM
Varicose veins,Dr. Neha Kapoor,Gastroenterologist,Max Healthcare,15 years,+91 4321098765,5.0,6:00 PM - 9:00 PM
Hypothyroidism,Dr. Sanjay Verma,General Physician,Manipal Hospital,15 years,+91 7654321098,4.9,2:00 PM - 5:00 PM
Hyperthyroidism,Dr. Rajesh Sharma,Dermatologist,Manipal Hospital,15 years,+91 5432109876,4.7,6:00 PM - 9:00 PM
Hypoglycemia,Dr. Priya Nair,Cardiologist,Apollo Hospital,25 years,+91 5432109876,3.5,2:00 PM - 5:00 PM
Osteoarthristis,Dr. Sanjay Verma,Dermatologist,Apollo Hospital,18 years,+91 3210987654,4.9,2:00 PM - 5:00 PM
Arthritis,Dr. Ramesh Iyer,Orthopedic,Max Healthcare,25 years,+91 7654321098,4.2,8:00 AM - 11:00 AM
(vertigo) Paroymsal  Positional Vertigo,Dr. Anjali Mehta,Cardiologist,Narayana Health,25 years,+91 4321098765,4.2,4:00 PM - 7:00 PM
Acne,Dr. Rajesh Sharma,Endocrinologist,Tata Memorial Hospital,5 years,+91 7654321098,4.9,2:00 PM - 5:00 PM
Urinary tract infection,Dr. Sanjay Verma,Cardiologist,Narayana Health,8 years,+91 8765432109,3.8,10:00 AM - 1:00 PM
Psoriasis,Dr. Sanjay Verma,Neurologist,Max Healthcare,10 years,+91 8765432109,3.5,9:00 AM - 12:00 PM
Impetigo,Dr. Rajesh Sharma,General Physician,Narayana Health,20 years,+91 9876543210,5.0,2:00 PM - 5:00 PM
Fungal infection,Dr. Ramesh Iyer,General Physician,Fortis Hospital,18 years,+91 8765432109,4.9,4:00 PM - 7:00 PM
Allergy,Dr. Anjali Mehta,Dermatologist,Narayana Health,5 years,+91 4321098765,4.7,10:00 AM - 1:00 PM
GERD,Dr. Neha Kapoor,Gastroenterologist,Medanta,20 years,+91 8765432109,4.2,4:00 PM - 7:00 PM
Chronic cholestasis,Dr. Sanjay Verma,Orthopedic,Fortis Hospital,10 years,+91 7654321098,4.2,10:00 AM - 1:00 PM
Drug Reaction,Dr. Priya Nair,Gastroenterologist,Apollo Hospital,12 years,+91 6543210987,3.5,4:00 PM - 7:00 PM
Peptic ulcer diseae,Dr. Priya Nair,General Physician,Max Healthcare,15 years,+91 3210987654,4.7,2:00 PM - 5:00 PM
AIDS,Dr. Priya Nair,Cardiologist,Apollo Hospital,20 years,+91 9876543210,4.0,10:00 AM - 1:00 PM
Diabetes ,Dr. Anjali Mehta,ENT Specialist,Max Healthcare,12 years,+91 8765432109,4.5,6:00 PM - 9:00 PM
Gastroenteritis,Dr. Sanjay Verma,ENT Specialist,Tata Memorial Hospital,15 years,+91 3210987654,4.7,10:00 AM - 1:00 PM
Bronchial Asthma,Dr. Vikram Patel,Gastroenterologist,Fortis Hospital,10 years,+91 9876543210,4.7,8:00 AM - 11:00 AM
Hypertension ,Dr. Ramesh Iyer,ENT Specialist,Manipal Hospital,5 years,+91 7654321098,5.0,10:00 AM - 1:00 PM
Migraine,Dr. Sunita Rao,Endocrinologist,Max Healthcare,20 years,+91 7654321098,4.2,10:00 AM - 1:00 PM
Cervical spondylosis,Dr. Rajesh Sharma,Endocrinologist,Fortis Hospital,10 years,+91 6543210987,3.8,2:00 PM - 5:00 PM
Paralysis (brain hemorrhage),Dr. Ramesh Iyer,Neurologist,Max Healthcare,20 years,+91 4321098765,4.2,10:00 AM - 1:00 PM
Jaundice,Dr. Sunita Rao,ENT Specialist,Narayana Health,18 years,+91 3210987654,3.8,4:00 PM - 7:00 PM
Malaria,Dr. Rajesh Sharma,Endocrinologist,Tata Memorial Hospital,18 years,+91 6543210987,3.5,6:00 PM - 9:00 PM
Chicken pox,Dr. Priya Nair,Orthopedic,Tata Memorial Hospital,25 years,+91 4321098765,4.9,8:00 AM - 11:00 AM
Dengue,Dr. Sunita Rao,Cardiologist,Narayana Health,18 years,+91 8765432109,4.7,10:00 AM - 1:00 PM
Typhoid,Dr. Priya Nair,Dermatologist,Medanta,18 years,+91 4321098765,4.9,9:00 AM - 12:00 PM
hepatitis A,Dr. Vikram Patel,Dermatologist,Max Healthcare,5 years,+91 4321098765,3.5,4:00 PM - 7:00 PM
Hepatitis B,Dr. Sunita Rao,Dermatologist,Apollo Hospital,8 years,+91 4321098765,3.5,10:00 AM - 1:00 PM
Hepatitis C,Dr. Priya Nair,Dermatologist,AIIMS Delhi,25 years,+91 5432109876,4.0,10:00 AM - 1:00 PM
Hepatitis D,Dr. Sanjay Verma,ENT Specialist,AIIMS Delhi,15 years,+91 5432109876,4.9,9:00 AM - 12:00 PM
Hepatitis E,Dr. Vikram Patel,Dermatologist,Apollo Hospital,20 years,+91 9876543210,3.5,10:00 AM - 1:00 PM
Alcoholic hepatitis,Dr. Priya Nair,Pulmonologist,Max Healthcare,20 years,+91 8765432109,3.5,2:00 PM - 5:00 PM
Tuberculosis,Dr. Vikram Patel,Orthopedic,Narayana Health,25 years,+91 9876543210,5.0,2:00 PM - 5:00 PM
Common Cold,Dr. Vikram Patel,Endocrinologist,Tata Memorial Hospital,15 years,+91 7654321098,4.0,9:00 AM - 12:00 PM
Pneumonia,Dr. Vikram Patel,Pulmonologist,Manipal Hospital,20 years,+91 7654321098,4.9,10:00 AM - 1:00 PM
Dimorphic hemmorhoids(piles),Dr. Priya Nair,Pulmonologist,Tata Memorial Hospital,5 years,+91 5432109876,5.0,10:00 AM - 1:00 PM
Heart attack,Dr. Anjali Mehta,Endocrinologist,Narayana Health,18 years,+91 3210987654,3.5,9:00 AM - 12:00 PM
Varicose veins,Dr. Neha Kapoor,Endocrinologist,Fortis Hospital,18 years,+91 7654321098,4.0,2:00 PM - 5:00 PM
Hypothyroidism,Dr. Rajesh Sharma,General Physician,Max Healthcare,15 years,+91 5432109876,4.5,8:00 AM - 11:00 AM
Hyperthyroidism,Dr. Priya Nair,Cardiologist,AIIMS Delhi,20 years,+91 4321098765,4.9,10:00 AM - 1:00 PM
Hypoglycemia,Dr. Vikram Patel,General Physician,Fortis Hospital,15 years,+91 5432109876,3.5,10:00 AM - 1:00 PM
Osteoarthristis,Dr. Sunita Rao,Pulmonologist,Tata Memorial Hospital,15 years,+91 2109876543,4.0,9:00 AM - 12:00 PM
Arthritis,Dr. Ramesh Iyer,Neurologist,Fortis Hospital,25 years,+91 6543210987,5.0,2:00 PM - 5:00 PM
(vertigo) Paroymsal  Positional Vertigo,Dr. Sanjay Verma,Neurologist,Narayana Health,20 years,+91 7654321098,5.0,2:00 PM - 5:00 PM
Acne,Dr. Anjali Mehta,Gastroenterologist,AIIMS Delhi,5 years,+91 2109876543,4.9,2:00 PM - 5:00 PM
Urinary tract infection,Dr. Sunita Rao,Gastroenterologist,Fortis Hospital,8 years,+91 6543210987,3.8,2:00 PM - 5:00 PM
Psoriasis,Dr. Neha Kapoor,Orthopedic,Narayana Health,12 years,+91 6543210987,5.0,6:00 PM - 9:00 PM
Impetigo,Dr. Ramesh Iyer,Neurologist,AIIMS Delhi,5 years,+91 2109876543,4.7,8:00 AM - 11:00 AM
Fungal infection,Dr. Vikram Patel,Cardiologist,Narayana Health,10 years,+91 4321098765,3.8,8:00 AM - 11:00 AM
Allergy,Dr. Ramesh Iyer,Dermatologist,Narayana Health,8 years,+91 7654321098,3.5,2:00 PM - 5:00 PM
GERD,Dr. Rajesh Sharma,ENT Specialist,Manipal Hospital,5 years,+91 5432109876,3.5,6:00 PM - 9:00 PM
Chronic cholestasis,Dr. Rajesh Sharma,Dermatologist,Fortis Hospital,18 years,+91 7654321098,4.0,4:00 PM - 7:00 PM
Drug Reaction,Dr. Rajesh Sharma,Pulmonologist,Max Healthcare,25 years,+91 5432109876,4.0,4:00 PM - 7:00 PM
Peptic ulcer diseae,Dr. Anjali Mehta,Gastroenterologist,Max Healthcare,15 years,+91 7654321098,3.5,2:00 PM - 5:00 PM
AIDS,Dr. Priya Nair,Cardiologist,Max Healthcare,5 years,+91 5432109876,5.0,4:00 PM - 7:00 PM
Diabetes ,Dr. Sunita Rao,Gastroenterologist,Medanta,18 years,+91 8765432109,3.8,10:00 AM - 1:00 PM
Gastroenteritis,Dr. Rajesh Sharma,General Physician,Fortis Hospital,5 years,+91 4321098765,3.8,2:00 PM - 5:00 PM
Bronchial Asthma,Dr. Neha Kapoor,Dermatologist,Apollo Hospital,10 years,+91 7654321098,4.9,9:00 AM - 12:00 PM
Hypertension ,Dr. Sunita Rao,Dermatologist,Apollo Hospital,15 years,+91 9876543210,3.8,8:00 AM - 11:00 AM
Migraine,Dr. Vikram Patel,Pulmonologist,Max Healthcare,5 years,+91 9876543210,3.5,8:00 AM - 11:00 AM
Cervical spondylosis,Dr. Rajesh Sharma,Pulmonologist,Tata Memorial Hospital,10 years,+91 2109876543,4.2,9:00 AM - 12:00 PM
Paralysis (brain hemorrhage),Dr. Vikram Patel,Neurologist,AIIMS Delhi,18 years,+91 5432109876,4.9,4:00 PM - 7:00 PM
Jaundice,Dr. Anjali Mehta,Neurologist,Fortis Hospital,5 years,+91 7654321098,4.7,2:00 PM - 5:00 PM
Malaria,Dr. Vikram Patel,Gastroenterologist,AIIMS Delhi,12 years,+91 5432109876,4.2,10:00 AM - 1:00 PM
